hot_spot,id,name,type,address,city,zipcode,lat,lng
4,131669,LEVS PAWN SHOP,PAWNBROKERS,1275 PARSONS AVE,COLUMBUS,43206,39.937572,-82.983808
4,131684,RALLY'S HAMBURGERS,RESTAURANTS,1454 PARSONS AVE,COLUMBUS,43207,39.933679999999995,-82.983421
4,135036,SHOP COLUMBUS PAWN,PAWNBROKERS,1704 PARSONS AVE,COLUMBUS,43207,39.92851400000001,-82.984004
4,140227,J FRED SCHMIDT PACKING CO,RESTAURANTS,220 1/2 E KOSSUTH ST,COLUMBUS,43206,39.9441,-82.9812
4,145754,BARCELONA RESTAURANT,RESTAURANTS,263 E WHITTIER ST,COLUMBUS,43206,39.944297999999996,-82.989912
4,146257,DOLLAR TREE,VARIETY STORES,1351 PARSONS AVE,COLUMBUS,43206,39.936001,-82.983933
4,155787,G & W MARKET,CONVENIENCE STORES,1827 S 5TH ST,COLUMBUS,43207,39.92503500000001,-82.991933
4,157837,SKILLET,RESTAURANTS,410 E WHITTIER ST,COLUMBUS,43206,39.944539,-82.985971
4,197176,PARSONS EXPRESS,CONVENIENCE STORES,1526 PARSONS AVE,COLUMBUS,43207,39.932292000000004,-82.983618
4,302995,DOLLAR GENERAL,VARIETY STORES,1596 PARSONS AVE,COLUMBUS,43207,39.930927,-82.983719
4,313536,SIDECAR GLOBAL CATERING,RESTAURANTS,263 E WHITTIER ST,COLUMBUS,43206,39.944297999999996,-82.989912
4,318769,BUNS & BREWS,RESTAURANTS,970 PARSONS AVE,COLUMBUS,43206,39.943816,-82.982674
4,327629,LANGHEIM RESTAURANTS LTD,RESTAURANTS,263 E WHITTIER ST,COLUMBUS,43206,39.944297999999996,-82.989912
4,363332,WING STREET,RESTAURANTS,1076 PARSONS AVE,COLUMBUS,43206,39.94162399999999,-82.982958
4,390528,VILLAGE CONEY,RESTAURANTS,418 E WHITTIER ST,COLUMBUS,43206,39.944562999999995,-82.985727
5,62615,GLADDEN FOOD PANTRY,FOOD BANKS,318 S GLENWOOD AVE,COLUMBUS,43223,39.95223,-83.02882
5,104544,SHELL FOOD MART,SERVICE STATIONS-GASOLINE & OIL,1000 W BROAD ST,COLUMBUS,43222,39.95927999999999,-83.027369
5,111114,LEV'S PAWN SHOP,PAWNBROKERS,1005 W BROAD ST,COLUMBUS,43222,39.958665999999994,-83.027288
5,124641,BOAT HOUSE RESTAURANT,RESTAURANTS,679 W SPRING ST,COLUMBUS,43215,39.964684999999996,-83.018185
5,129876,SONOCO PRODUCTS CO,SERVICE STATIONS-GASOLINE & OIL,1102 W MOUND ST,COLUMBUS,43223,39.94815800000001,-83.028022000000007
5,133327,SUNOCO,SERVICE STATIONS-GASOLINE & OIL,1102 W MOUND ST,COLUMBUS,43223,39.94815800000001,-83.028022000000007
5,136706,MEAT EAT INC,RESTAURANTS,1121 SULLIVANT AVE,COLUMBUS,43223,39.95163599999999,-83.029359
5,137157,COLUMBUS METROPOLITAN LIBRARY,LIBRARIES-PUBLIC,1061 W TOWN ST,COLUMBUS,43222,39.95516,-83.027802
5,141382,CARRIE'S CAFE,RESTAURANTS,670 HARMON AVE,COLUMBUS,43223,39.946572,-83.015962
5,143347,COLOMBINI'S SPORTS DINER,RESTAURANTS,894 W BROAD ST,COLUMBUS,43222,39.959713,-83.024496
5,147693,TAHIR II INC,RESTAURANTS,1102 W MOUND ST,COLUMBUS,43223,39.94815800000001,-83.028022000000007
5,150596,GLEASON MARKET,CONVENIENCE STORES,1004 W RICH ST,COLUMBUS,43223,39.954511,-83.026525
5,151002,DOLLAR GENERAL,VARIETY STORES,1350 W BROAD ST,COLUMBUS,43222,39.9582,-83.0287
5,156687,CONFLUENCE PARK RESTAURANT,RESTAURANTS,679 W SPRING ST,COLUMBUS,43215,39.964684999999996,-83.018185
5,312034,RALLY'S HAMBURGERS,RESTAURANTS,1340 W MOUND ST,COLUMBUS,43223,39.946498,-83.034196
5,317494,FAMILY DOLLAR STORE,VARIETY STORES,1159 W BROAD ST,COLUMBUS,43222,39.958165,-83.03143
5,318603,TOMMY'S DINER,RESTAURANTS,914 W BROAD ST,COLUMBUS,43222,39.959362,-83.025047
5,318629,UNITED DAIRY FARMERS,CONVENIENCE STORES,1043 W BROAD ST,COLUMBUS,43222,39.9582,-83.0287
5,320466,RED DOOR BBQ,RESTAURANTS,177 S CYPRESS AVE,COLUMBUS,43223,39.955151,-83.028882
5,356521,BUY HERE SELL HERE PAWN SHOP,PAWNBROKERS,1257 W BROAD ST,COLUMBUS,43222,39.95786199999999,-83.03403
6,87167,IRIE JAMERICAN CUISINE,RESTAURANTS,2384 SULLIVANT AVE,COLUMBUS,43204,39.945739,-83.06254
6,104570,SUNOCO,SERVICE STATIONS-GASOLINE & OIL,2281 SULLIVANT AVE,COLUMBUS,43223,39.94587,-83.059781
6,123710,SMOKERS PLUS 5,CONVENIENCE STORES,2671 PALMETTO ST,COLUMBUS,43204,39.950835999999995,-83.070879
6,124334,SMITH MARKET,CONVENIENCE STORES,2432 SULLIVANT AVE,COLUMBUS,43204,39.945454,-83.063728
6,134348,DOLLAR GENERAL,VARIETY STORES,2100 SULLIVANT AVE,COLUMBUS,43223,39.94727099999999,-83.05516
6,170570,SAVE WAY MINI MART,CONVENIENCE STORES,2585 W BROAD ST,COLUMBUS,43204,39.95489699999999,-83.069543
6,311395,LEV'S PAWN SHOP,PAWNBROKERS,2404 W BROAD ST,COLUMBUS,43204,39.955532000000005,-83.064625
6,319291,SCHROECKS AUTO SVC,SERVICE STATIONS-GASOLINE & OIL,2460 W BROAD ST,COLUMBUS,43204,39.955462,-83.066099
7,123710,SMOKERS PLUS 5,CONVENIENCE STORES,2671 PALMETTO ST,COLUMBUS,43204,39.950835999999995,-83.070879
7,138248,DUK DUCHESS,SERVICE STATIONS-GASOLINE & OIL,HARRISBURG PIKE & CLIME RD,COLUMBUS,43204,39.9585,-83.0806
7,141554,FAMILY DOLLAR STORE,VARIETY STORES,2383 W BROAD ST,COLUMBUS,43204,39.9585,-83.0806
7,170570,SAVE WAY MINI MART,CONVENIENCE STORES,2585 W BROAD ST,COLUMBUS,43204,39.95489699999999,-83.069543
7,319168,OUT OF THE BOX CMNTY THEATRE,RESTAURANTS,2930 W BROAD ST,COLUMBUS,43204,39.955078,-83.078372
7,319291,SCHROECKS AUTO SVC,SERVICE STATIONS-GASOLINE & OIL,2460 W BROAD ST,COLUMBUS,43204,39.955462,-83.066099
7,319648,HILLTOP PAWN SHOP,PAWNBROKERS,3109 W BROAD ST,COLUMBUS,43204,39.954198,-83.083419
8,66454,WENDY'S,RESTAURANTS,3055 SULLIVANT AVE,COLUMBUS,43204,39.94308699999999,-83.080324
8,100393,BP,SERVICE STATIONS-GASOLINE & OIL,2800 SULLIVANT AVE,COLUMBUS,43204,39.94396,-83.073803
8,105330,HILLTOP PUBLIC LIBRARY,LIBRARIES-PUBLIC,511 S HAGUE AVE,COLUMBUS,43204,39.944525999999996,-83.07357
8,112209,COLUMBUS METROPOLITAN LIBRARY,LIBRARIES-PUBLIC,511 S HAGUE AVE,COLUMBUS,43204,39.944525999999996,-83.07357
8,113102,UNITED DAIRY FARMERS,CONVENIENCE STORES,530 S HAGUE AVE,COLUMBUS,43204,39.943988999999995,-83.072721
8,116626,HILLTOP DAIRY TWIST,RESTAURANTS,2860 SULLIVANT AVE,COLUMBUS,43204,39.943782,-83.074997
8,123710,SMOKERS PLUS 5,CONVENIENCE STORES,2671 PALMETTO ST,COLUMBUS,43204,39.950835999999995,-83.070879
8,150424,SUBWAY,RESTAURANTS,2800 SULLIVANT AVE,COLUMBUS,43204,39.94396,-83.073803
8,170570,SAVE WAY MINI MART,CONVENIENCE STORES,2585 W BROAD ST,COLUMBUS,43204,39.95489699999999,-83.069543
8,319648,HILLTOP PAWN SHOP,PAWNBROKERS,3109 W BROAD ST,COLUMBUS,43204,39.954198,-83.083419
8,356995,FAMILY DOLLAR STORE,VARIETY STORES,2777 SULLIVANT AVE,COLUMBUS,43204,39.943439,-83.072796
8,386316,KOKI'S TORTILLAS,RESTAURANTS,2992 SULLIVANT AVE,COLUMBUS,43204,39.943751,-83.078503
9,87167,IRIE JAMERICAN CUISINE,RESTAURANTS,2384 SULLIVANT AVE,COLUMBUS,43204,39.945739,-83.06254
9,100393,BP,SERVICE STATIONS-GASOLINE & OIL,2800 SULLIVANT AVE,COLUMBUS,43204,39.94396,-83.073803
9,104570,SUNOCO,SERVICE STATIONS-GASOLINE & OIL,2281 SULLIVANT AVE,COLUMBUS,43223,39.94587,-83.059781
9,105330,HILLTOP PUBLIC LIBRARY,LIBRARIES-PUBLIC,511 S HAGUE AVE,COLUMBUS,43204,39.944525999999996,-83.07357
9,112209,COLUMBUS METROPOLITAN LIBRARY,LIBRARIES-PUBLIC,511 S HAGUE AVE,COLUMBUS,43204,39.944525999999996,-83.07357
9,113102,UNITED DAIRY FARMERS,CONVENIENCE STORES,530 S HAGUE AVE,COLUMBUS,43204,39.943988999999995,-83.072721
9,116626,HILLTOP DAIRY TWIST,RESTAURANTS,2860 SULLIVANT AVE,COLUMBUS,43204,39.943782,-83.074997
9,123710,SMOKERS PLUS 5,CONVENIENCE STORES,2671 PALMETTO ST,COLUMBUS,43204,39.950835999999995,-83.070879
9,124334,SMITH MARKET,CONVENIENCE STORES,2432 SULLIVANT AVE,COLUMBUS,43204,39.945454,-83.063728
9,134348,DOLLAR GENERAL,VARIETY STORES,2100 SULLIVANT AVE,COLUMBUS,43223,39.94727099999999,-83.05516
9,150424,SUBWAY,RESTAURANTS,2800 SULLIVANT AVE,COLUMBUS,43204,39.94396,-83.073803
9,170570,SAVE WAY MINI MART,CONVENIENCE STORES,2585 W BROAD ST,COLUMBUS,43204,39.95489699999999,-83.069543
9,356995,FAMILY DOLLAR STORE,VARIETY STORES,2777 SULLIVANT AVE,COLUMBUS,43204,39.943439,-83.072796
